Record_ID,Fiscal_Year,VISN,Category,NAICS_Code,PSC_Code,Contract_Type,Set_Aside_Type,Competition_Type,Vendor_Size,Socioeconomic_Category,Estimated_Value,Number_of_Offers_Received,Incumbent_Present,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Prior_Year_Spend_Same_Requirement,Award_Amount,Days_to_Award,Small_Business_Award,Protest_Filed,On_Time_Award
MODEL-002111,2024,14,Professional Services,541990,R408,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,2475722.0,7,No,7,25,65,0.0,2705641.35,112,1,0,0
MODEL-002112,2021,6,IT Services,541519,D302,IDIQ,Small Business,Set-Aside,Small Business,N/A,263464.13,8,No,5,38,77,0.0,299826.8,104,0,0,0
MODEL-002113,2025,11,Medical/Clinical Services,621111,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,534770.26,5,Yes,6,74,56,432101.56,441477.89,115,0,0,0
MODEL-002114,2021,11,Medical Equipment,339112,6525,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,756705.27,5,Yes,5,20,78,534299.18,811021.54,95,0,0,0
MODEL-002115,2026,17,Pharmaceuticals,446110,6508,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,812958.89,4,No,5,82,69,0.0,929963.83,79,1,0,1
MODEL-002116,2022,11,Professional Services,541611,R408,IDIQ,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,223533.8,7,Yes,6,52,41,285537.78,280690.13,73,0,0,1
MODEL-002117,2025,13,Food Service,722320,F002,Cost Plus Fixed Fee,VOSB,Set-Aside,Small Business,VOSB,127765.39,3,No,5,44,79,0.0,139006.87,79,0,0,1
MODEL-002118,2026,2,Professional Services,541611,R425,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,956898.95,4,No,4,19,53,0.0,914671.89,94,1,0,0
MODEL-002119,2022,4,Construction,237990,Z1AA,Time and Materials,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1133269.57,2,No,6,59,57,0.0,1357783.37,105,0,0,0
MODEL-002120,2022,16,IT Services,518210,D307,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,206019.26,4,No,6,24,57,0.0,225963.58,104,0,0,0
MODEL-002121,2023,15,Medical Equipment,339112,6525,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,436823.31,2,Yes,5,62,53,351876.38,545761.32,57,1,0,1
MODEL-002122,2021,6,Medical/Clinical Services,622110,Q301,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,110045.52,3,Yes,4,67,76,138411.32,105464.86,57,0,0,1
MODEL-002123,2021,18,Medical/Clinical Services,621399,Q301,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1052896.14,3,No,8,54,50,0.0,961523.22,126,1,0,0
MODEL-002124,2024,1,Medical/Clinical Services,621399,Q401,Labor Hour,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,274509.3,5,No,4,70,15,0.0,264765.69,88,0,0,0
MODEL-002125,2022,17,IT Services,541519,D307,Firm Fixed Price,VOSB,Set-Aside,Other Than Small Business,VOSB,858063.32,2,Yes,4,47,74,757539.81,860714.22,62,1,0,1
MODEL-002126,2025,12,IT Services,541512,D316,Time and Materials,Small Business,Set-Aside,Small Business,N/A,464088.66,2,No,4,58,107,0.0,407630.27,76,1,0,1
MODEL-002127,2023,18,Medical/Clinical Services,622110,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,353378.77,3,Yes,6,43,71,349038.63,476165.02,79,0,0,1
MODEL-002128,2021,13,Pharmaceuticals,446110,6508,IDIQ,WOSB,Set-Aside,Small Business,WOSB,255785.26,2,Yes,3,56,25,266131.63,229538.57,49,1,0,1
MODEL-002129,2024,3,Construction,236220,Z1AA,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,2083753.91,1,No,7,39,82,0.0,2259226.82,99,0,0,1
MODEL-002130,2021,13,Food Service,311423,F002,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,180426.71,4,Yes,3,47,30,163998.95,178532.9,41,1,0,1
MODEL-002131,2021,2,Professional Services,541990,R408,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,277209.01,2,No,2,72,65,0.0,333476.59,61,0,0,1
MODEL-002132,2025,8,IT Services,518210,D307,Cost Plus Fixed Fee,WOSB,Set-Aside,Small Business,WOSB,363278.42,4,No,1,10,56,0.0,267763.12,41,0,0,1
MODEL-002133,2025,8,IT Services,541519,D302,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Small Business,N/A,485412.85,5,No,3,44,28,0.0,425594.38,80,0,0,0
MODEL-002134,2023,6,Medical Equipment,423450,6525,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,621929.8,6,Yes,6,43,85,746046.52,678520.03,72,1,0,1
MODEL-002135,2022,6,Facilities Management,561720,S214,Blanket Purchase Agreement (BPA),8(a),Set-Aside,Small Business,8(a),2905707.84,6,No,4,42,65,0.0,2755699.06,83,1,0,1
MODEL-002136,2021,14,IT Services,541512,D307,Blanket Purchase Agreement (BPA),WOSB,Set-Aside,Small Business,WOSB,175036.62,3,No,3,69,73,0.0,192482.85,61,1,0,1
MODEL-002137,2024,2,Construction,236220,Z1AA,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,950754.22,7,Yes,4,65,51,676541.02,850788.52,64,0,0,1
MODEL-002138,2021,4,Security Services,561612,S206,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,376312.29,4,No,2,58,57,0.0,388466.94,66,1,0,1
MODEL-002139,2022,16,Facilities Management,561720,S201,Time and Materials,Small Business,Set-Aside,Other Than Small Business,N/A,350776.76,4,No,4,9,92,0.0,320048.64,73,1,0,1
MODEL-002140,2026,17,Professional Services,541990,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,403859.88,4,No,5,34,26,0.0,378956.41,102,1,0,0
MODEL-002141,2022,17,Security Services,561612,S206,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,564518.83,3,Yes,4,70,82,636403.56,496379.27,62,0,0,1
MODEL-002142,2026,11,IT Services,518210,D316,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,192337.83,5,No,3,38,75,0.0,194842.76,105,0,0,0
MODEL-002143,2022,17,Security Services,561612,S206,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,722913.43,5,Yes,5,46,79,697645.99,833768.94,98,1,0,0
MODEL-002144,2025,13,Medical/Clinical Services,622110,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,446143.1,7,Yes,3,72,32,508533.08,419835.51,79,0,0,0
MODEL-002145,2026,6,IT Services,541519,D307,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,615099.51,3,No,6,69,10,0.0,636691.51,89,1,0,1
MODEL-002146,2023,17,Medical/Clinical Services,622110,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,312942.13,1,Yes,3,29,66,405373.29,330856.68,37,0,0,1
MODEL-002147,2022,7,Security Services,561612,S206,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,339021.58,8,Yes,4,31,88,306545.73,319664.46,83,0,0,1
MODEL-002148,2025,15,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,95510.86,5,No,3,40,21,0.0,81218.85,104,0,0,0
MODEL-002149,2025,5,Facilities Management,561720,S214,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,229594.82,7,Yes,4,40,41,201469.68,217509.57,57,1,0,1
MODEL-002150,2023,2,Facilities Management,561720,S201,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,280803.77,5,No,8,5,52,0.0,363802.24,110,0,0,1
MODEL-002151,2021,5,Medical Equipment,423450,6520,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,240284.2,2,Yes,3,51,7,191679.94,272785.34,55,0,0,1
MODEL-002152,2023,9,Facilities Management,561720,S201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,298478.55,2,No,1,49,65,0.0,328582.63,45,1,0,1
MODEL-002153,2021,18,Medical/Clinical Services,622110,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,1022952.48,4,No,4,32,27,0.0,1017760.57,81,0,1,1
MODEL-002154,2026,8,IT Services,541512,D316,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,229976.87,8,No,4,37,69,0.0,290743.12,83,1,0,1
MODEL-002155,2025,6,Medical Equipment,423450,6515,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,129767.46,1,No,6,62,51,0.0,109776.08,68,1,0,1
MODEL-002156,2022,7,Medical Equipment,423450,6525,Time and Materials,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1177721.53,2,No,7,41,29,0.0,1204362.18,100,0,0,1
MODEL-002157,2023,4,IT Services,541512,D302,IDIQ,8(a),Set-Aside,Small Business,8(a),631012.05,4,No,4,45,81,0.0,420467.88,71,1,0,1
MODEL-002158,2024,9,IT Services,518210,D316,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,529317.43,7,No,4,68,34,0.0,554121.62,75,1,0,1
MODEL-002159,2025,6,Professional Services,541990,R408,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,519834.66,9,No,3,56,61,0.0,603116.29,92,0,0,0
MODEL-002160,2023,14,Medical/Clinical Services,621111,Q201,IDIQ,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,676242.34,6,Yes,1,61,40,503783.29,666291.11,32,1,0,1
MODEL-002161,2021,1,Medical Equipment,339112,6515,Time and Materials,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,25617.96,1,Yes,6,44,101,22781.9,24745.09,75,0,0,1
MODEL-002162,2025,4,Facilities Management,561720,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,494075.05,4,No,4,47,30,0.0,538229.34,67,1,1,1
MODEL-002163,2023,3,Medical/Clinical Services,622110,Q201,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,590438.27,2,Yes,1,39,71,751194.36,632550.01,54,1,0,1
MODEL-002164,2023,6,Security Services,561612,S206,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,31832.1,1,Yes,4,31,39,30154.66,35836.73,53,1,0,1
MODEL-002165,2022,12,Professional Services,541611,R425,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,744543.79,5,No,5,54,40,0.0,649209.1,100,1,0,0
MODEL-002166,2026,2,Medical/Clinical Services,622110,Q301,Time and Materials,Small Business,Set-Aside,Small Business,N/A,472256.46,3,Yes,6,22,51,397791.51,425967.43,83,1,0,1
MODEL-002167,2023,11,Construction,236220,Y1AA,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1071666.24,3,Yes,5,48,72,942866.95,1140002.48,84,0,0,1
MODEL-002168,2023,9,Medical/Clinical Services,622110,Q301,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1680696.41,10,No,8,37,28,0.0,1628033.63,148,0,0,0
MODEL-002169,2022,18,Pharmaceuticals,446110,6508,IDIQ,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,1060399.45,1,No,4,24,98,0.0,1027761.65,69,0,0,1
MODEL-002170,2021,8,IT Services,541512,D307,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,193588.77,4,Yes,8,77,75,137865.68,202445.63,93,0,0,1
MODEL-002171,2025,4,Food Service,722320,F002,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,324543.16,4,No,4,28,69,0.0,304457.63,67,1,0,1
MODEL-002172,2023,15,Security Services,561612,S206,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,202312.46,3,No,5,42,42,0.0,179458.6,85,1,0,1
MODEL-002173,2021,16,Food Service,311423,8940,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,98844.57,9,Yes,4,27,61,87356.99,92728.43,99,1,0,0
MODEL-002174,2025,6,Medical Equipment,423450,6525,Labor Hour,Small Business,Set-Aside,Small Business,N/A,668840.47,5,Yes,6,26,66,697894.4,629993.49,79,1,0,1
MODEL-002175,2022,5,Pharmaceuticals,446110,6508,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,308862.61,3,Yes,2,55,31,384409.75,298733.96,45,1,0,1
MODEL-002176,2022,10,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,620703.14,1,Yes,7,72,85,533843.75,765317.77,85,0,0,1
MODEL-002177,2022,7,Medical Equipment,339112,6515,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,199602.31,3,No,8,43,22,0.0,225745.79,122,0,0,0
MODEL-002178,2024,13,Professional Services,541611,R425,Time and Materials,Small Business,Set-Aside,Small Business,N/A,471887.5,4,Yes,2,41,99,475023.16,458344.15,45,1,0,1
MODEL-002179,2021,13,Medical Equipment,339112,6525,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,960223.04,1,Yes,6,92,57,754258.77,949006.42,79,1,0,1
MODEL-002180,2026,6,Medical/Clinical Services,622110,Q201,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,274064.79,5,Yes,5,28,14,217214.98,258255.98,67,1,0,1
MODEL-002181,2026,13,Medical Equipment,339112,6515,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2013252.87,8,No,7,60,82,0.0,2460934.02,103,1,0,1
MODEL-002182,2025,4,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Small Business,Set-Aside,Other Than Small Business,N/A,872630.67,5,Yes,6,30,52,983906.03,1183213.13,75,1,0,1
MODEL-002183,2024,13,Construction,237990,Z1AA,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1549266.32,3,Yes,10,60,58,1533176.83,1589246.2,113,1,0,1
MODEL-002184,2021,3,Pharmaceuticals,325412,6505,Firm Fixed Price,HUBZone,Set-Aside,Other Than Small Business,HUBZone,581121.36,3,Yes,10,27,36,619894.06,681081.4,101,1,0,1
MODEL-002185,2026,11,IT Services,541519,D302,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1391705.33,4,Yes,6,40,53,1624624.5,1543960.2,118,0,0,0
MODEL-002186,2022,4,Professional Services,541611,R408,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,461388.88,4,No,2,74,57,0.0,376500.06,53,0,1,1
MODEL-002187,2023,2,Professional Services,541990,R408,IDIQ,Small Business,Set-Aside,Small Business,N/A,444015.51,6,No,5,36,18,0.0,443778.1,78,0,0,1
MODEL-002188,2023,7,Medical Equipment,339112,6520,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,476321.28,3,No,2,24,9,0.0,494168.87,70,1,0,1
MODEL-002189,2026,3,Pharmaceuticals,446110,6505,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,258017.23,1,No,5,47,77,0.0,256886.45,91,0,0,1
MODEL-002190,2023,18,Medical Equipment,339112,6520,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,157357.82,8,Yes,6,35,83,120780.61,146676.42,101,0,0,1
MODEL-002191,2021,11,Professional Services,541611,R425,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,87786.07,5,Yes,2,39,100,61862.22,99633.63,75,0,0,0
MODEL-002192,2022,9,Food Service,722320,8940,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,61968.08,2,Yes,4,55,16,71477.12,75216.78,55,1,0,1
MODEL-002193,2026,16,Facilities Management,561720,S214,Cost Plus Fixed Fee,WOSB,Set-Aside,Small Business,WOSB,123702.64,6,Yes,6,58,27,124917.1,159416.77,100,1,0,1
MODEL-002194,2024,4,Medical/Clinical Services,621111,Q401,Time and Materials,Small Business,Set-Aside,Small Business,N/A,243259.58,2,No,1,31,99,0.0,230297.12,44,1,0,1
MODEL-002195,2024,8,Facilities Management,561720,S201,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,38147.83,4,Yes,1,5,52,45661.25,32390.98,59,1,0,1
MODEL-002196,2022,14,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,103849.38,5,Yes,4,65,26,115559.18,126593.03,60,1,0,1
MODEL-002197,2022,3,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,128768.97,1,No,6,40,115,0.0,135375.04,91,0,0,1
MODEL-002198,2023,9,Medical Equipment,339112,6525,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Small Business,N/A,157938.04,10,No,1,52,53,0.0,166949.5,86,0,0,0
MODEL-002199,2022,17,Transportation,492110,V119,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,734099.83,4,Yes,6,24,55,672896.85,852382.57,79,1,0,1
MODEL-002200,2023,12,Facilities Management,561720,S201,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,180124.55,5,No,2,56,25,0.0,206584.78,91,0,0,0
MODEL-002201,2022,14,Security Services,561612,S206,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,108264.68,3,No,2,37,46,0.0,98324.4,77,1,0,0
MODEL-002202,2022,17,Medical/Clinical Services,621111,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,86260.58,3,Yes,2,40,59,102046.13,89510.26,49,1,0,1
MODEL-002203,2023,1,IT Services,541519,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,603516.26,5,No,1,46,42,0.0,634249.9,50,1,0,1
MODEL-002204,2024,13,Medical/Clinical Services,621111,Q301,Time and Materials,Small Business,Set-Aside,Small Business,N/A,73434.31,5,No,5,42,79,0.0,90402.71,76,1,0,1
MODEL-002205,2026,15,Medical Equipment,339112,6520,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,389052.69,3,Yes,4,63,51,478339.33,357968.45,72,1,0,1
MODEL-002206,2023,5,Food Service,311423,8940,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,123939.46,6,No,8,36,68,0.0,146249.47,114,1,0,1
MODEL-002207,2023,18,Medical/Clinical Services,621111,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,15438.79,4,No,6,51,109,0.0,15532.55,78,1,0,1
MODEL-002208,2021,8,Medical Equipment,423450,6515,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,216133.65,3,Yes,3,40,44,259985.14,182599.54,90,0,0,0
MODEL-002209,2025,18,Medical/Clinical Services,621399,Q301,IDIQ,Small Business,Set-Aside,Other Than Small Business,N/A,2756385.93,5,No,4,67,65,0.0,3353387.74,97,1,0,0
MODEL-002210,2026,17,Medical/Clinical Services,622110,Q201,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,108899.26,3,Yes,4,55,104,80318.04,131781.01,90,0,0,0
MODEL-002211,2021,18,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,3542441.04,4,No,8,51,92,0.0,3979052.3,142,0,0,0
MODEL-002212,2023,5,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,227763.67,5,No,7,19,5,0.0,231646.52,94,1,1,1
MODEL-002213,2026,13,Construction,237990,Z1AA,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,399744.19,1,No,5,33,72,0.0,381782.92,90,1,0,1
MODEL-002214,2021,10,Medical Equipment,339112,6515,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,609693.18,2,No,5,66,55,0.0,588078.83,101,1,0,0
MODEL-002215,2022,10,Construction,236220,Z1AA,Time and Materials,Small Business,Set-Aside,Small Business,N/A,1813883.78,3,Yes,5,71,78,2153038.66,2169683.72,87,1,0,1
MODEL-002216,2021,5,Transportation,485991,V119,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,106648.45,4,No,6,36,72,0.0,115872.37,97,1,0,1
MODEL-002217,2024,5,Medical/Clinical Services,621111,Q401,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,549336.49,3,Yes,5,70,88,458309.2,623085.05,74,1,0,1
MODEL-002218,2022,8,IT Services,518210,D302,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1006127.85,9,Yes,9,47,53,919258.21,1095026.94,134,0,0,0
MODEL-002219,2024,13,Security Services,561612,S206,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,404406.71,1,No,1,38,17,0.0,383994.46,85,0,0,0
MODEL-002220,2024,12,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Small Business,Set-Aside,Other Than Small Business,N/A,1410138.79,4,Yes,5,73,76,1209983.93,1375773.15,70,1,0,1
MODEL-002221,2025,14,Professional Services,541611,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1621956.91,4,Yes,8,35,36,1780433.38,1585717.57,108,0,0,1
MODEL-002222,2023,9,Pharmaceuticals,325412,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,2477081.35,6,Yes,8,48,41,2588204.56,2466289.9,129,0,1,0
MODEL-002223,2026,4,Construction,237990,Y1AA,Blanket Purchase Agreement (BPA),WOSB,Set-Aside,Small Business,WOSB,2028683.11,3,Yes,5,8,63,2524405.63,1863786.83,84,1,0,1
MODEL-002224,2023,3,IT Services,541519,D307,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,1469755.28,4,Yes,9,37,77,1235889.29,1467050.89,103,1,0,1
MODEL-002225,2025,1,Pharmaceuticals,325412,6508,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,526480.39,6,Yes,4,57,24,574181.56,505091.36,78,1,0,1
MODEL-002226,2023,11,Medical/Clinical Services,622110,Q301,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,607862.17,4,Yes,6,30,45,473849.73,678879.66,73,1,0,1
MODEL-002227,2024,6,Medical/Clinical Services,621111,Q201,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,935744.65,1,Yes,4,37,33,1120544.42,1029481.95,75,1,0,1
MODEL-002228,2021,9,Medical Equipment,339112,6525,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1301694.82,7,Yes,10,79,28,1344510.03,1439870.7,131,1,0,1
MODEL-002229,2025,18,Pharmaceuticals,325412,6505,IDIQ,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,476237.64,5,Yes,4,40,63,342812.46,462773.58,44,1,0,1
MODEL-002230,2022,10,Facilities Management,561210,S214,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,67379.46,6,No,6,72,39,0.0,81239.23,93,1,0,1
MODEL-002231,2021,1,Medical/Clinical Services,621111,Q201,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,571799.91,2,No,4,46,25,0.0,585714.97,111,1,0,0
MODEL-002232,2024,14,Medical/Clinical Services,621111,Q401,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,207922.88,2,Yes,5,58,113,259507.58,193619.45,88,0,0,1
MODEL-002233,2021,1,Facilities Management,561720,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,527624.95,3,Yes,7,9,57,409225.56,491257.63,89,1,0,1
MODEL-002234,2024,8,Facilities Management,561210,S201,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,200714.35,1,No,4,59,98,0.0,185057.68,75,1,0,1
MODEL-002235,2021,4,Medical/Clinical Services,621111,Q401,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,398892.13,6,No,7,48,61,0.0,376834.44,127,1,0,0
MODEL-002236,2024,13,Facilities Management,561210,S201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,157951.82,1,No,5,50,109,0.0,126482.13,89,0,0,1
MODEL-002237,2025,17,Security Services,561612,S206,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,251530.34,6,No,4,43,23,0.0,242119.38,88,1,0,0
MODEL-002238,2022,7,IT Services,541512,D316,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,767229.71,9,Yes,6,49,68,677627.0,975342.12,91,1,0,1
MODEL-002239,2021,4,Professional Services,541611,R408,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,141134.34,3,No,3,30,27,0.0,136859.85,59,1,0,1
MODEL-002240,2026,14,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,106793.64,4,No,6,52,92,0.0,92793.16,87,0,1,1
MODEL-002241,2023,16,IT Services,541512,D316,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,1344969.43,1,No,6,13,58,0.0,1287444.23,81,1,0,1
MODEL-002242,2025,3,Professional Services,541990,R408,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,251413.52,6,Yes,6,67,83,240360.41,261256.68,78,1,0,1
MODEL-002243,2023,12,Medical/Clinical Services,621399,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,461243.73,7,No,5,63,51,0.0,474499.21,110,1,0,0
MODEL-002244,2026,13,Medical/Clinical Services,621111,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,912008.42,4,No,5,50,68,0.0,832492.21,88,1,0,1
MODEL-002245,2025,18,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,405079.61,3,No,6,63,70,0.0,460869.9,108,0,0,0
MODEL-002246,2023,4,Medical/Clinical Services,621111,Q401,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),1383530.44,3,Yes,6,37,14,1456941.04,1524781.69,66,1,0,1
MODEL-002247,2026,5,Medical/Clinical Services,621399,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,178785.19,2,Yes,3,49,68,155843.55,152131.38,40,1,0,1
MODEL-002248,2024,3,Food Service,311423,8940,IDIQ,WOSB,Set-Aside,Small Business,WOSB,228921.08,12,No,6,54,44,0.0,216167.81,121,1,0,0
MODEL-002249,2021,11,Medical Equipment,339112,6525,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,2482646.81,3,Yes,4,67,69,2304006.55,2419196.77,106,0,0,0
MODEL-002250,2026,6,IT Services,541512,D307,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),304724.38,3,No,7,29,28,0.0,280786.37,84,1,0,1
MODEL-002251,2024,7,Medical Equipment,423450,6525,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,138416.78,5,Yes,4,64,27,160151.94,142460.25,75,1,0,1
MODEL-002252,2026,5,Food Service,722320,F002,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,580115.68,7,No,1,51,90,0.0,694683.62,54,1,0,1
